"cd_reg_anv"
109140006
190140004
202920832
216790064
216790077
218690001
218690011
218690014
218690015
218690357
218690358
223050018
223050019
224640057
224640059
226900032
227630068
228350002
228630117
231020295
231020296
231960001
231960002
235400188
235400189
235400190
235400191
235400192
237600019
251500002
251500003
251500006
251500007
251500008
1013570007
1039190220
2005550013
2018690358
8003400001
8003400002
8003400003
8003400005
8003400007
8003400008
8003400009
8003400011
8003400012
8003400013
8003400014
8003400015
8003400016
8003400017
8003400019
8003400020
8003400021
8003400025
8003400026
8003400027
8003400030
8003400031
8003400032
8003400033
8003400034
8003400035
8003400036
8003400037
8003400038
8003400039
8003400040
8003400041
8003400042
8003400044
8003400045
8003400046
8003400047
8003400049
8003400050
8003400052
8003400053
8003400054
8003400055
8003400057
8003400058
8003400060
8003400061
8003400062
8003400063
8003400067
8003400068
8003400069
8003400071
8003400072
8003400073
8003400074
8003400076
8003400077
8003400078
8003400079
8003400080
8003400081
8003400082
8003400083
8003400084
8003400085
8003400086
8003400087
8003400088
8003400089
8003400091
8003400092
8003400093
8003400096
8003400100
8003400101
8003400102
8003400105
8003400106
8014591306
8041090017
8074095003
8074095004
8074095007
8074095008
8074095009
8104053001
8753460053
10002070021
10002070067
10002070075
10002070083
10002070125
10002070129
10002070137
10002079003
10002079007
10002079016
10002079018
10002390057
10002390078
10004100006
10004100034
10004100075
10004100147
10004100150
10004100153
10004100154
10004380001
10008530002
10008530004
10008530021
10008530022
10008530027
10008530030
10008530043
10008530046
10008530047
10008530049
10008530052
10008530053
10008530058
10008530062
10008530063
10008530067
10008530068
10008530069
10008530098
10008530103
10008530113
10008530123
10008530125
10008530133
10008530137
10008530141
10008530158
10008530168
10008530187
10008530198
10008530202
10008530228
10008530240
10008530247
10008530286
10008530298
10008530314
10008530329
10008530338
10008530351
10008530356
10008530358
10008530367
10008530378
10008530390
10008530407
10008530409
10008530412
10008530419
10008530424
10008530425
10008530428
10013860001
10013860002
10013860003
10013860004
10013860005
10013860006
10013860007
10013860008
10013860009
10013860011
10013860012
10013900004
10013900005
10013900006
10013900007
10013900008
10013900009
10013900010
10013900012
10013900013
10014160006
10014160009
10014160010
10014160012
10014160028
10014160031
10014160032
10014160036
10014160037
10014160038
10014160039
10014160040
10014160043
10014160045
10014160046
10014160050
10014160051
10014160052
10014160053
10014160054
10014160057
10014160058
10014169005
10014169006
10014169009
10014169010
10014169011
10014780028
10020750167
10020750173
10020750181
10020750182
10033120867
10033120871
10033120872
10033120873
10033120877
10033120880
10033120882
10033120884
10033120921
10033120922
10033430019
10033430024
10033430026
10033430030
10033430144
10033430148
10033430186
10033430199
10033430244
10033430280
10033430281
10033430346
10033430348
10033430350
10033430351
10033430361
10033430365
10033430366
10033430367
10033430369
10033430377
10033430378
10033430388
10033430394
10033430419
10033430422
10033430424
10033430442
10033430447
10033430457
10033430458
10033430460
10033430471
10033430477
10033430485
10033430489
10033430491
10033430503
10033430504
10033430505
10033430506
10033430507
10033430508
10033430510
10033430511
10033430512
10033430513
10033430514
10033430521
10033430523
10033430524
10033430533
10033430558
10033430573
10033430584
10033430591
10033430637
10033430641
10033430664
10033430667
10033430668
10033430689
10033430694
10033430695
10033430700
10033430706
10033430731
10033430755
10033439042
10033439043
10033439056
10033439066
10033439067
10033439069
10033439075
10049150039
10049150056
10055310548
10055310572
10055310968
10055311122
10061400013
10061400027
10061400028
10061400029
10061400030
10061400031
10061400035
10061400037
10061409001
10061409002
10068390005
10068390011
10068390123
10068390171
10068390174
10068390201
10068390205
10068390230
10068390240
10068390245
10068390316
10068390320
10068390329
10068390330
10068390331
10068390334
10068390336
10068390344
10068390348
10068390349
10068390352
10068390357
10068399001
10068399027
10071150048
10071150049
10071150051
10071150056
10071150057
10071150059
10071150062
10071150063
10071150065
10071150066
10071159054
10071159055
10071159056
10071770570
10071770572
10071770599
10071770601
10071770608
10071770675
10071770699
10071770700
10071770735
10071770748
10071770758
10071770761
10071770771
10071770775
10071770780
10071770781
10071770784
10071770785
10071770786
10071770795
10071770806
10071770811
10071770812
10071770823
10071770825
10071770831
10071770840
10071770841
10071770843
10071770844
10071770849
10071770850
10071770851
10071770852
10071770863
10092410006
10092410023
10092410031
10092410032
10092410044
10092410045
10099430085
10099430093
10099430108
10099430115
10099430121
10099430147
10099430148
10099430157
10099430158
10099430166
10099430167
10099430174
10099430189
10099430206
10099430214
10099430219
10099430220
10099430222
10099430223
10099439016
10101130055
10101130056
10101130061
10101130063
10101130070
10101130080
10102180002
10102180009
10102180019
10102180023
10102180025
10102180028
10102180030
10102180037
10102180038
10102180040
10102180041
10102180055
10102180060
10102180061
10102180064
10102180066
10102180070
10102180073
10102180075
10102180076
10102180081
10102180082
10102180088
10102180089
10102180090
10102180093
10102180094
10102180102
10103570001
10103570002
10103570005
10103570006
10103570007
10103570008
10103570011
10103570012
10104480021
10104480022
10104480023
10104480029
10104480031
10104480032
10104480035
10104480036
10104480037
10104480039
10104480040
10104480041
10104480042
10104480043
10104480044
10104480045
10104480046
10104480047
10104480048
10104489001
10104489002
10104489003
10104489004
10104489005
10104489006
10104489007
10104489008
10104489009
10104489010
10104489011
10104489012
10104489013
10104489014
10104489015
10104489016
10104489017
10104489018
10104489021
10104489022
10104489023
10104489024
10104489025
10105900003
10105900008
10105900009
10105900012
10132590004
10132590006
10132590015
10132590019
10132590021
10132590022
10132590027
10132590029
10132590030
10132590033
10132590035
10132590037
10132590040
10132590044
10132590046
10132590047
10132590056
10132590057
10132590058
10132590060
10132590062
10132590065
10132590066
10132590073
10132590102
10132590105
10132590120
10132590124
10132590162
10132590165
10132590336
10132590351
10132590367
10132590439
10132590444
10132590464
10132590494
10132590495
10132590498
10132590505
10132590508
10132590509
10132590510
10132590511
10132590526
10132590528
10132590543
10132590601
10132590602
10132590605
10132590612
10132590648
10132590649
10132590650
10132590665
10139810031
10139810072
10139810089
10150470002
10150470004
10150470005
10150470006
10150470009
10150470012
10150470072
10150470073
10150470077
10150470082
10150470100
10150470105
10150470109
10150470113
10150470117
10150470123
10150470124
10150470129
10150470130
10150470137
10150470139
10150470142
10150470143
10150470144
10150470145
10150470146
10150470147
10150470149
10150470150
10150470151
10150470152
10150470153
10150470154
10150470155
10150470157
10150470158
10150470159
10150470160
10150470161
10150470162
10150470163
10150470164
10150470165
10150470166
10150470171
10150470178
10150470179
10150470180
10150470181
10150470182
10150470184
10150470186
10150470189
10150470192
10150470194
10150470205
10150470210
10150470211
10150470212
10150470214
10150470215
10150470216
10150470217
10150470221
10150470223
10150470224
10150470229
10150470233
10150470234
10150470235
10150470236
10150470241
10150470243
10150470244
10150470245
10150470246
10150470250
10150470251
10150470253
10150470255
10150470262
10150470263
10150470265
10150470268
10150470269
10150470270
10150470271
10150470276
10150470278
10150470279
10150470280
10150470281
10150470282
10150470283
10150470285
10150470286
10150470287
10150470289
10150470290
10150470291
10150470292
10150470293
10150470294
10150470298
10150470299
10150470300
10150470301
10150470304
10150470305
10150470307
10150470308
10150470310
10150470311
10150470312
10150470313
10150470314
10150470315
10150470316
10150470317
10150470318
10150470319
10150470320
10150470321
10150470322
10150470323
10150470324
10150470326
10150470327
10150470328
10150470330
10150470331
10150470332
10150470333
10150470335
10150470336
10150470337
10150470338
10150470339
10150470341
10150470342
10150470343
10150470344
10150470345
10150470346
10150470347
10150470349
10150470350
10150470352
10150470353
10150470354
10150470355
10150470356
10150470357
10150470358
10150470360
10150470361
10150470363
10150470364
10150470365
10150470366
10150470367
10150470368
10150470370
10150470371
10150470373
10150470374
10150470375
10150470377
10150470379
10150470380
10150470381
10150470382
10150470384
10150470385
10150470386
10150470388
10150470389
10150470390
10150470391
10150470395
10150470397
10150470399
10150470402
10150470403
10150470404
10150470405
10150470406
10150470407
10150470408
10150470410
10150470413
10150470415
10150470416
10150470417
10150470418
10150470420
10150470421
10150470422
10150470423
10150470425
10150470427
10150470428
10150470430
10150470431
10150470434
10150470435
10150470436
10150470437
10150470438
10150470439
10150470440
10150470441
10150470443
10150470444
10150470445
10150470448
10150470449
10150470450
10150470451
10150470452
10150470453
10150470454
10150470455
10150470456
10150470457
10150470458
10150470459
10150470460
10150470462
10150470464
10150470465
10150470466
10150470468
10150470469
10150470474
10150470476
10150470479
10150470480
10150470481
10150470482
10150470483
10150470484
10150470485
10150470487
10150470488
10150470490
10150470491
10150470492
10150470493
10150470494
10150470495
10150470496
10150470497
10150470498
10150470499
10150470500
10150470501
10150470502
10150470504
10150470505
10150470506
10150470508
10150470509
10150470510
10150470511
10150470513
10150470516
10150470517
10150470518
10150470519
10150470521
10150470522
10150470523
10150470524
10150470526
10150470527
10150470528
10150470530
10150470531
10150470532
10150470533
10150470534
10150470535
10150470536
10150470537
10150470538
10150470540
10150470541
10150470542
10150470543
10150470544
10150470545
10150470546
10150470547
10150470550
10150470551
10150470552
10150470553
10150470554
10150470555
10150470557
10150470558
10150470559
10150470560
10150470561
10150470562
10150470563
10150470564
10150470565
10150470566
10150470568
10150470570
10150470571
10150470575
10150470576
10150470580
10150470583
10150470584
10150470585
10150470593
10150479037
10150479044
10150479046
10150479055
10150479057
10150479058
10150479059
10150479060
10150479065
10150479066
10150479067
10150479068
10150479069
10150479070
10150479072
10150479073
10150479074
10150479075
10150479077
10150479078
10150749060
10154450004
10154450007
10154450072
10154450073
10154450076
10154450085
10154450092
10154450103
10154450104
10154450105
10154450109
10154450110
10154450111
10154450112
10154450114
10154450115
10154450117
10154450124
10154450128
10154450144
10154450145
10154450159
10154450160
10154450161
10154450165
10154450166
10154459013
10154459016
10154459017
10154459026
10154459031
10155530009
10155530011
10155530012
10155530013
10155530014
10155530015
10155530016
10155530017
10155530019
10155530020
10158910006
10158910007
10158910008
10158910009
10158919006
10159030024
10159030026
10159030027
10159030028
10159030029
10159030038
10159030040
10159030041
10159030042
10159030043
10159030046
10159030047
10159030048
10159030049
10159030052
10159030053
10159030056
10159030060
10159030061
10159030062
10159030063
10159030066
10159030068
10159030069
10159030070
10159030071
10159030072
10159030073
10159030074
10159030075
10159030076
10159030077
10159030078
10159030079
10159030080
10159030081
10159030082
10159030083
10159030084
10159030085
10159030086
10159030087
10159030089
10159030090
10159030091
10159030092
10159030093
10159030094
10159030095
10159030096
10159030097
10159030098
10159030099
10159030100
10159030103
10159030106
10159030107
10160610002
10160610006
10160610007
10160610009
10160610011
10160610013
10160610014
10160610015
10160610020
10160610022
10160610024
10160610026
10160610027
10160610029
10160610031
10160610034
10160610035
10160610037
10160610042
10160610044
10160610047
10160610053
10160610055
10160610058
10160610060
10160610061
10160610072
10160610075
10160619001
10160619006
10160619009
10161000006
10161020012
10161020013
10161020015
10161020020
10161020021
10161020022
10161020024
10161020025
10161020027
10161020029
10161020033
10161020034
10161020035
10161020037
10164710055
10164710056
10164710057
10164710058
10164710063
10166360002
10166360005
10166360008
10166360017
10166360023
10166360025
10166360026
10166360028
10166360029
10166360030
10166360031
10166360032
10166360033
10166360034
10166360035
10166360036
10166360037
10166360039
10166360040
10166360041
10166360042
10166360043
10166360044
10166360045
10166360046
10166360047
10166360048
10166360049
10166360050
10166360051
10166360052
10166360053
10166360055
10166360056
10166360057
10166360058
10166360059
10166360060
10166360061
10166360062
10166360064
10166360065
10166369001
10170480009
10170480014
10170480015
10170480016
10170480017
10170489006
10170489007
10171250021
10171250022
10171250023
10171250026
10171250027
10171250029
10171250033
10171250034
10171250035
10171250037
10171250038
10171250039
10171250041
10171250042
10171250044
10171250045
10171250049
10171250050
10171259001
10171610045
10171610048
10171610055
10171610059
10171610061
10172470001
10172470002
10172470003
10172470005
10172470006
10172470007
10172470008
10172470010
10172470011
10172470012
10172470013
10172780013
10172780018
10173550001
10173550006
10173550019
10173550020
10173550022
10173550029
10173550030
10173550032
10173550035
10173550036
10173550037
10173550040
10173550044
10173550046
10173550047
10173550048
10173550050
10173550054
10173550061
10175060012
10175060013
10175060014
10175060015
10175060016
10175060017
10175060019
10175060020
10175060021
10175060023
10175060025
10175060026
10175060032
10175069001
10175069002
10176620003
10176620005
10176620016
10178010090
10178010092
10178010128
10178010139
10178010148
10178010150
10178010153
10178010157
10178010166
10178010175
10178010176
10178010185
10178010196
10178010221
10178010222
10178010223
10178010228
10178010234
10178010235
10178010237
10178010245
10178010246
10178010247
10178010248
10178010249
10178010251
10178010265
10178010266
10178010267
10178010268
10178010276
10178010296
10178019031
10178019032
10178019034
10178300113
10181820007
10181820014
10181820015
10181820016
10181820018
10181820019
10181820021
10181820022
10181820025
10181820026
10181820028
10181820029
10181820030
10181820031
10181829001
10181829002
10181829004
10181829011
10181829012
10181829018
10181829019
10181829020
10181829021
10181829025
10181829030
10181829031
10182420004
10182420005
10182420006
10182420007
10182420009
10182420010
10182420012
10183330057
10183330058
10183330068
10183330069
10183330070
10183330073
10183330075
10183330076
10183330081
10187620014
10188530028
10188530029
10188530031
10188530043
10188530053
10188530054
10188530055
10188530056
10188530058
10188530059
10188530060
10188530061
10188530062
10188530063
10188530064
10188530065
10188530066
10188530067
10188530068
10188530070
10188530071
10188530074
10192030076
10192030079
10192030096
10192030099
10192030102
10195860012
10195860015
10195860017
10195860018
10196150007
10196150009
10196150015
10196150044
10196150045
10196150061
10196150062
10196150064
10196150066
10196150067
10196320017
10196320019
10196320022
10196320024
10196320026
10196320027
10196320037
10196320038
10196320040
10196320041
10196320043
10196320044
10196320047
10196320049
10196320050
10196320051
10196320052
10196320053
10196320054
10196320056
10196320058
10196320059
10196320060
10196320061
10196320063
10196320065
10196320066
10196320067
10196320068
10207820012
10207820013
10207820014
10207820015
10207820016
10207820017
10207820018
10207820019
10207820020
10207820022
10207829001
10207829002
10207829003
10208250036
10208250037
10208250038
10208259001
10209780065
10209780067
10209780073
10209780074
10209780079
10209780087
10209789002
10209789006
10210410038
10210410041
10210410044
10210410069
10210410070
10210410079
10210410083
10210410089
10210410093
10210410095
10210410096
10210410098
10210410099
10210410101
10210410102
10210410104
10210690009
10210690012
10210690018
10210690019
10210690021
10210690022
10210690023
10210690024
10212990001
10212990006
10212990007
10212990014
10212990018
10212990019
10212990020
10212990021
10212990029
10212990031
10212990037
10212990039
10212990040
10212990044
10212990049
10212990054
10212990073
10212990074
10212990081
10212990088
10212990090
10212990091
10212990095
10212990096
10212990100
10212990101
10212990104
10212990105
10212990106
10212990107
10212990108
10212990109
10212990110
